STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
  240,20210929,  256,   43,   65,  100,   14,   40,    8,  170,   14,  122,   99,   22,  152,   14,   86,   24,   15,   13,  416,   61,   90,   26,   10,10157,10221,   24,10114,    6,   57,   10,   80,   17,    7,   82,   92,    8,   68,   18,    6
  240,20210930,  206,   64,   69,   90,   21,   40,    7,  130,   13,  131,   96,    2,  151,   11,   86,    6,   21,   18,  569,    0,   -1,   -1,    1,10212,10239,    8,10164,   24,   70,    1,   83,   22,    7,   70,   84,    1,   64,   22,    9
  240,20211001,  187,   62,   63,   90,    1,   20,   24,  130,    1,  134,  114,    5,  152,   13,  104,    6,    2,    2,  372,   73,  123,   39,   16,10122,10158,    1,10105,   18,   58,   17,   80,    1,    8,   85,   95,   16,   69,    1,    6
  240,20211002,  164,   58,   60,  130,   21,   10,    1,  220,   20,  133,   88,    3,  173,   24,   52,    6,   21,   18,  575,   81,  112,   39,   19,10031,10108,    1, 9917,   22,   20,    5,   75,    9,    8,   90,   98,    2,   73,   10,    9
  240,20211003,  208,   49,   55,   90,    1,   20,    9,  150,    1,  132,  119,   19,  173,    1,  108,   24,   12,   10,  320,  113,  113,   20,    7, 9998,10094,   24, 9924,    1,   57,   12,   70,    1,    8,   87,   95,    6,   81,   22,    5
  240,20211004,  184,   67,   70,  100,   11,   40,   19,  160,   15,  135,  102,    7,  176,   14,   93,    6,   75,   65, 1039,    3,    1,    1,   17,10119,10130,   11,10098,    1,   70,    1,   82,   14,    5,   79,   90,    5,   60,   14,   17
  240,20211005,  176,   56,   66,  100,   11,   50,    3,  150,   12,  128,  104,    4,  168,   11,   90,    6,   50,   44,  662,   57,  118,   34,   23,10038,10096,    1,10005,   14,   50,   23,   75,    8,    5,   84,   94,   14,   71,   11,   10
  240,20211006,  282,   36,   50,   80,   14,   10,   22,  140,    2,  127,   85,   23,  168,   12,   38,   24,   49,   43,  783,   54,  233,   92,    5,10127,10229,   24,10047,    5,    4,   22,   75,    9,    6,   88,   98,   22,   74,   14,   12
  240,20211007,  132,    6,   16,   30,   16,    0,    5,   50,   14,  128,   70,   24,  178,   11,   34,   24,   35,   31,  682,    2,    2,    2,    7,10274,10304,   23,10232,    1,    1,   24,   75,   13,    8,   91,   99,   24,   73,   13,   11
  240,20211008,   68,   19,   21,   30,   11,   10,    2,   70,   12,  111,   66,    6,  169,   15,   36,   24,   84,   75, 1163,    0,    0,    0,    1,10309,10322,    9,10299,   24,    1,    1,   74,   13,    3,   89,   99,    1,   71,   14,   18
  240,20211009,   74,   21,   23,   40,   10,    0,   24,   70,   10,  107,   70,   24,  155,   14,   14,   24,  100,   90, 1149,    0,    0,    0,    1,10292,10302,    9,10283,   24,    1,   24,   64,   12,    4,   89,   99,   23,   71,   15,   17
  240,20211010,  297,   14,   18,   40,   15,    0,    1,   80,   13,  112,   41,    5,  166,   14,    8,    6,   44,   40,  729,   13,   16,    9,   19,10269,10280,    1,10259,   16,    0,    1,   75,   15,    7,   89,   99,    2,   68,   14,   11
  240,20211011,  316,   31,   33,   70,   14,   10,    3,  110,   14,  121,   77,    3,  166,   12,   23,    6,   52,   47,  838,    8,    9,    6,   21,10263,10272,   10,10243,   24,   65,    2,   82,   14,    7,   82,   97,    5,   64,   14,   13
  240,20211012,  324,   31,   38,   70,   14,   20,   19,  120,   14,  113,   67,   20,  147,   12,   15,   24,   47,   43,  685,   37,   71,   36,    9,10213,10239,    1,10196,    8,   57,    4,   82,   14,    6,   83,   95,    4,   56,   15,   10
  240,20211013,  272,   28,   35,   60,   13,   10,    6,   90,   10,  114,   60,    2,  148,   13,   36,    6,   19,   17,  555,   18,   15,    6,   22,10251,10260,   15,10234,    1,   27,   21,   82,   13,    8,   84,   98,   22,   64,   13,    8
  240,20211014,  252,   54,   58,   80,   11,   30,    1,  130,   17,  145,  127,    1,  167,   13,  123,    6,   27,   25,  659,   13,   18,   14,    3,10212,10246,    1,10154,   24,   46,    1,   80,   13,    8,   81,   98,    1,   69,   13,   11
  240,20211015,  309,   30,   42,   90,    5,    0,   21,  130,    2,  121,   77,   22,  153,    1,   33,   24,   64,   60,  860,   18,   26,   18,    6,10183,10222,   22,10133,    4,   50,    5,   82,   15,    6,   75,   95,    6,   57,   13,   13
  240,20211016,  205,   35,   35,   60,   14,   10,    1,   80,   14,  111,   75,    6,  146,   14,   54,    6,   27,   25,  584,    0,    0,    0,    1,10210,10221,    9,10197,   24,   65,    6,   82,   16,    8,   75,   92,    6,   60,   14,    9
  240,20211017,  190,   42,   43,   70,   11,   30,    1,   90,   10,  118,   93,    2,  146,   13,   74,    6,    7,    7,  469,    0,   -1,   -1,    1,10195,10210,   24,10188,    4,   70,   23,   82,   13,    8,   74,   84,   24,   63,   13,    7
  240,20211018,  167,   43,   43,   60,   20,   30,    1,   80,    9,  117,   79,    5,  145,   14,   64,    6,   24,   23,  594,    0,   -1,   -1,    1,10196,10217,    8,10173,   24,   63,    7,   75,   16,    8,   83,   90,   24,   72,   13,    9
  240,20211019,  202,   59,   62,  100,   13,   30,    1,  150,   13,  164,  134,    1,  193,   15,  127,    6,   27,   26,  363,   68,   16,    3,   10,10133,10169,    1,10081,   24,   13,    8,   70,   20,    7,   90,   98,    4,   77,   15,    6
  240,20211020,  216,   81,   87,  130,   11,   40,   23,  190,   11,  155,  124,   24,  182,   14,  114,   24,    6,    6,  336,   34,  117,   92,   24, 9996,10075,    1, 9870,   24,   56,    6,   75,    2,    7,   83,   97,   24,   74,    4,    6
  240,20211021,  282,   69,   83,  120,    3,   40,    1,  230,   16,  101,   70,   22,  131,    1,   51,   24,   41,   40,  487,   71,  181,   78,    1,10014,10131,   23, 9845,    2,   46,    1,   80,    7,    7,   76,   93,    1,   56,   14,    7
  240,20211022,  279,   72,   76,  130,    9,   30,   21,  190,    9,   96,   42,   23,  125,   11,   11,   24,   24,   23,  422,   24,   49,   38,   13,10163,10239,   24,10115,    6,   61,   13,   82,    1,    6,   74,   91,   13,   63,    1,    6
  240,20211023,  173,   22,   28,   40,    9,   10,    4,   60,   11,   86,   38,    5,  114,   15,   15,    6,    0,    0,  168,    0,    0,    0,    1,10261,10271,   11,10238,    1,   60,   22,   70,    1,    7,   89,   96,    6,   81,    1,    2
  240,20211024,  159,   37,   38,   60,   13,   20,   22,   90,   15,   79,   46,    7,  126,   14,   10,   24,   90,   89,  926,    0,    0,    0,    1,10214,10261,    1,10177,   23,   60,    3,   80,   13,    2,   84,   94,    3,   68,   14,   13
  240,20211025,  191,   45,   46,   60,   13,   30,    1,   90,   13,  107,   67,    1,  124,   13,   49,    6,    0,    0,  159,   32,   14,    4,    4,10162,10172,    1,10153,   16,   28,    7,   70,    3,    8,   94,   97,    6,   89,    3,    2
  240,20211026,  209,   58,   59,   80,   14,   40,    1,  130,   14,  124,   89,    5,  145,   14,   75,    6,   20,   20,  382,    0,   -1,   -1,    1,10183,10196,   22,10166,    1,   45,    2,   75,   15,    7,   90,   97,    3,   78,   15,    6
  240,20211027,  202,   57,   60,   80,   11,   40,   21,  120,   11,  130,   89,   24,  152,   15,   73,   24,    8,    8,  263,    0,    0,    0,    1,10200,10212,   11,10187,   24,   50,   24,   75,   11,    8,   87,   97,   24,   78,   14,    4
  240,20211028,  162,   53,   54,   70,   13,   40,    1,  120,   14,  116,   85,    7,  159,   14,   73,    6,   87,   88,  831,    0,    0,    0,    1,10132,10182,    1,10079,   24,   57,    1,   80,   14,    1,   85,   96,    2,   69,   14,   13
  240,20211029,  169,   66,   70,   90,   12,   50,    3,  140,   14,  125,   91,    4,  170,   14,   75,    6,   65,   66,  677,    0,   -1,   -1,    1,10045,10076,    1,10016,   14,   65,   22,   80,   12,    4,   80,   93,   23,   65,   13,   11
  240,20211030,  167,   51,   57,   80,   10,   40,    1,  130,   13,  119,   99,   24,  136,   16,   85,   24,    2,    2,  137,   85,   96,   24,   17,10007,10045,   24, 9974,   13,   59,   10,   70,   17,    8,   94,   95,    1,   90,   17,    2
  240,20211031,  171,   51,   57,   70,   10,   30,    2,  150,   17,  110,   83,    3,  145,   17,   63,    6,    7,    7,  232,   41,  115,   44,   17, 9987,10049,    1, 9928,   17,   30,   17,   70,   10,    7,   91,   96,    2,   83,   12,    3
  240,20211101,  192,   72,   73,  110,   11,   40,   24,  160,   11,   95,   60,   24,  130,   13,   44,   24,   79,   82,  741,    0,   -1,   -1,    1, 9964, 9981,   20, 9947,    4,   65,   20,   80,   12,    3,   83,   93,   24,   67,   12,   11
  240,20211102,  168,   25,   32,   40,    1,   20,   14,   70,    1,   69,   45,   22,   94,   13,   26,   24,    0,    0,  168,   57,   36,   10,   24, 9986,10006,   21, 9973,    3,   46,   10,   70,   16,    7,   94,   97,    6,   84,   17,    2
  240,20211103,  131,    9,   13,   30,    1,    0,   18,   70,   14,   52,   15,   22,  116,   13,    7,    6,   38,   40,  473,    6,    4,    3,    1,10017,10040,   24, 9998,    3,    0,   20,   75,   12,    6,   94,   99,    8,   75,   13,    6
  240,20211104,  332,   16,   25,   40,   11,   10,    1,   90,   21,   67,    7,    4,  122,   13,    5,    6,   38,   40,  494,   24,   37,   17,    6,10079,10154,   24,10034,    3,    1,    2,   75,   13,    6,   91,   98,    1,   74,   13,    7
  240,20211105,  268,   23,   30,   50,   13,    0,    7,  100,   10,   82,   32,    3,  128,   13,   11,    6,   45,   48,  466,    1,    1,    1,    2,10225,10265,   21,10159,    1,   62,    9,   75,   12,    6,   86,   97,    1,   73,   13,    6
  240,20211106,  217,   70,   72,  110,   21,   50,    1,  160,   22,  107,   90,    4,  129,   20,   85,    6,    0,    0,  179,   15,   10,    6,   22,10222,10262,    1,10152,   24,   30,   22,   75,   20,    8,   88,   95,   22,   76,   20,    3
  240,20211107,  282,   69,   70,  100,   10,   10,   22,  170,   14,   97,   46,   24,  130,   12,   24,   24,   38,   41,  416,   22,   20,   13,   14,10159,10194,   24,10142,    3,   57,   14,   75,   17,    6,   78,   95,   24,   66,   12,    6
  240,20211108,  239,   28,   32,   50,   12,   20,    1,   70,   11,   79,   31,    5,  128,   11,    9,    6,   19,   21,  345,    0,   -1,   -1,    1,10222,10245,   21,10195,    1,   65,    2,   75,    9,    7,   85,   97,    5,   73,    9,    5
  240,20211109,  186,   45,   46,   60,   11,   30,    1,   90,   12,   85,   44,    1,  106,   15,   15,    6,    2,    2,  206,    0,    0,    0,    1,10247,10255,    9,10240,    2,   39,   18,   64,   15,    8,   93,   95,    2,   90,   10,    3
  240,20211110,  182,   29,   30,   50,    1,   20,    3,   80,    1,   99,   86,    8,  116,   12,   84,   12,    2,    2,  202,    0,    0,    0,    1,10237,10243,   19,10231,    3,   56,    4,   70,   13,    8,   86,   93,    2,   79,   12,    3
  240,20211111,  177,   26,   27,   40,   20,   20,    3,   60,   20,  103,   92,    6,  120,   13,   87,    6,    0,    0,  190,    7,    2,    2,    8,10232,10241,   11,10217,   24,   23,   20,   62,    1,    8,   91,   96,   20,   86,    1,    3
  240,20211112,  171,   52,   54,   70,   16,   30,    1,  110,   23,   81,   50,    8,  101,   24,   37,   12,   10,   11,  279,    9,    5,    4,   22,10138,10213,    1,10073,   24,   18,    9,   70,   20,    7,   88,   96,   10,   80,   16,    4
  240,20211113,  265,    9,   25,   70,    1,   10,   20,  110,    1,  113,   96,    6,  144,   13,   91,    6,   21,   24,  307,   44,   78,   24,    5,10116,10171,   24,10067,    2,   42,    2,   70,   11,    8,   93,   97,    2,   82,   13,    5
  240,20211114,   64,   32,   33,   50,   10,   10,    1,   80,    9,   99,   88,   24,  108,   13,   83,   24,    0,    0,  202,    0,   -1,   -1,    1,10237,10278,   22,10175,    1,    3,    2,   67,   22,    8,   91,   98,    2,   81,   22,    3
  240,20211115,   63,   31,   33,   40,   10,   20,   23,   80,   12,   67,   51,   23,   89,    1,   50,   24,    0,    0,   63,    0,    0,    0,    1,10268,10275,    8,10258,   24,   56,   19,   70,    6,    8,   89,   94,   15,   85,    1,    1
  240,20211116,  173,   20,   24,   50,   23,   10,    3,   80,   24,   52,   47,   14,   68,   24,   49,   18,    0,    0,   67,    9,    1,    1,   22,10226,10255,    1,10193,   24,   22,   17,   56,    2,    8,   90,   97,   18,   85,    2,    1
  240,20211117,  246,   36,   46,   70,   14,   30,   18,  100,   12,   88,   64,   18,  124,   12,   42,   18,   34,   39,  310,    9,    4,    2,    7,10211,10255,   24,10180,    4,   26,    7,   75,   11,    6,   86,   97,    7,   70,   14,    4
  240,20211118,  234,   53,   55,   90,   12,   30,    1,  130,   12,  105,   51,    2,  130,   21,   37,    6,   33,   38,  333,    0,    0,    0,    1,10263,10277,   22,10255,    1,   63,    1,   70,   21,    8,   87,   96,    2,   76,   11,    5
  240,20211119,  254,   51,   53,   80,   12,   30,   18,  110,   11,  121,   88,   23,  141,   12,   72,   24,   49,   57,  441,    0,    0,    0,    1,10283,10292,   20,10272,    3,   65,    6,   75,   13,    6,   89,   96,   23,   80,   13,    7
  240,20211120,  237,   44,   47,   60,   12,   30,    2,  100,   13,  105,   94,   20,  116,   11,   87,   24,    0,    0,   54,   10,    3,    3,   20,10216,10280,    1,10138,   24,   45,   15,   70,   12,    8,   88,   94,    1,   83,   12,    1
  240,20211121,  346,   34,   39,   60,   11,   30,    4,  110,   11,   81,   52,   19,  107,   11,   31,   18,   53,   62,  452,   24,   26,   16,    3,10147,10211,   24,10120,    6,   44,    1,   80,   14,    4,   81,   97,    2,   68,   14,    6
  240,20211122,   11,   19,   22,   40,    1,   10,    8,   60,    1,   51,   11,   21,   96,   13,   -6,   24,   73,   86,  498,    0,    0,    0,    1,10278,10311,   23,10217,    1,   65,    7,   83,   12,    2,   82,   96,   21,   64,   12,    6
  240,20211123,  326,    9,   15,   30,   13,    0,   22,   80,   12,   73,   24,   20,  109,   13,    4,   24,   18,   21,  275,    4,    8,    7,    9,10300,10310,   10,10283,   24,    4,   20,   75,   13,    7,   93,   98,    8,   77,   13,    4
  240,20211124,  176,   33,   32,   50,   13,    0,    1,   80,   13,   71,   62,   19,   87,   12,   55,   18,    0,    0,  215,    0,    0,    0,    1,10209,10280,    1,10139,   24,   49,   24,   75,   13,    8,   87,   96,    1,   76,   14,    3
  240,20211125,  281,   11,   30,   50,   11,   10,   19,  100,   15,   60,   24,   20,   94,   13,    5,   18,   21,   25,  271,   22,   12,    5,    3,10107,10132,    1,10068,   24,   26,    3,   80,   11,    7,   85,   95,    6,   68,   11,    4
  240,20211126,  206,   41,   53,  100,   12,   20,    1,  150,   11,   48,   32,   21,   58,    1,   22,    6,    0,    0,  146,  102,  120,   20,   23, 9914,10057,    1, 9832,   22,   46,    9,   75,    5,    8,   86,   95,   21,   70,    6,    2
  240,20211127,  209,   35,   41,   80,   11,   10,    5,  110,   11,   35,   26,   20,   45,   11,   20,   24,    0,    0,   99,  133,  114,   20,    6, 9887, 9945,   24, 9836,    1,   38,   24,   70,    2,    8,   92,   96,   20,   88,    5,    1
  240,20211128,  323,   21,   27,   50,   20,   10,    2,  100,    9,   26,  -13,    7,   54,   14,  -18,   24,   12,   15,  153,   29,   27,   16,   10, 9992,10038,   24, 9949,    1,    0,    6,   75,   15,    7,   89,   99,    6,   77,   20,    2
  240,20211129,  290,   33,   43,   90,   24,   20,    3,  140,   24,   46,    6,    3,   75,   11,   -4,    6,   17,   21,  207,   54,   99,   29,    9,10082,10114,   18,10038,    1,   59,   13,   80,   23,    7,   83,   92,   17,   68,   23,    3
  240,20211130,  265,   54,   63,  100,    3,   10,   17,  150,    5,   92,   55,    1,  110,   24,   47,    6,    0,    0,   57,  175,  165,   23,    2,10048,10070,    1, 9985,   24,   20,    4,   66,   23,    8,   94,   97,   12,   90,   23,    1
  240,20211201,  263,   79,   98,  130,    2,   40,   24,  200,    2,   80,   36,   23,  112,    1,   22,   24,    3,    4,  117,   69,   45,   10,   13, 9926, 9981,   24, 9883,    7,   33,    4,   80,   18,    7,   82,   94,    4,   68,   18,    2
  240,20211202,  313,   21,   31,   50,    3,   10,   23,  120,    3,   24,   -5,   24,   55,   14,  -20,   24,   16,   20,  198,   47,   92,   27,    8,10042,10099,   23, 9983,    1,   56,    3,   75,    7,    7,   86,   93,   24,   66,   14,    2
  240,20211203,  203,   70,   71,  110,   13,   20,    1,  150,   11,   39,   -6,    1,   51,   18,  -24,    6,    0,    0,  118,   10,    3,    2,    5,10042,10096,    1, 9990,   24,   29,   11,   70,    4,    8,   91,   95,    1,   82,   10,    1
  240,20211204,  205,   33,   42,   60,   21,   20,    7,  110,   20,   53,   47,    1,   68,   19,   36,   24,    0,    0,   56,   47,   52,   16,   14, 9956, 9984,    1, 9934,   14,    2,    7,   75,   19,    8,   93,   99,    5,   77,   19,    1
  240,20211205,  145,   22,   34,   70,    1,   20,   15,  110,    1,   43,   19,   24,   55,   12,    1,   24,    5,    6,  140,   41,   29,   11,    1,10027,10124,   24, 9955,    3,   37,    1,   70,    3,    8,   93,   97,   23,   90,    3,    2
  240,20211206,  165,   45,   52,   90,   21,   10,    5,  130,   20,   29,    6,    6,   44,    2,    1,    6,    0,    0,  132,   59,   55,   16,   23,10096,10141,    9,10028,   22,    1,    7,   65,   21,    8,   93,   99,    7,   88,   12,    2
  240,20211207,  164,   45,   64,  100,   20,   20,    1,  160,   19,   46,   13,    8,   65,   12,   -3,   12,   48,   61,  320,   44,   37,   10,   22,10018,10080,   10, 9897,   24,   57,   23,   75,    2,    7,   85,   97,    1,   78,    2,    4
  240,20211208,  181,   68,   69,   90,   11,   40,   21,  140,   12,   47,   21,   21,   65,   13,    3,   24,   45,   57,  293,   11,    6,    4,    3, 9949, 9999,   24, 9895,    1,   58,    3,   75,   11,    4,   86,   93,    1,   78,   12,    4
  240,20211209,  177,   53,   54,   70,   12,   40,   21,   90,    1,   36,   13,    4,   57,   14,    1,    6,    2,    3,  143,   11,    9,    5,   15,10004,10019,   10, 9961,   24,   50,   22,   70,    1,    6,   92,   95,   22,   90,    1,    2
  240,20211210,  116,   26,   37,   70,    2,    0,   24,  110,    2,   34,   19,   23,   43,   13,   17,   24,    0,    0,  108,   17,    6,    3,    5, 9956,10053,   24, 9906,    6,   25,   10,   70,    4,    8,   90,   97,   24,   84,    9,    1
  240,20211211,  223,   25,   35,   60,    6,   10,    1,  100,    6,   51,   12,    9,   85,   12,    4,   12,   41,   53,  276,   24,   11,    5,    5,10145,10190,   22,10064,    1,   13,    9,   70,    6,    8,   90,   97,    8,   81,   12,    3
  240,20211212,  215,   53,   56,   70,    4,   40,   18,  100,    3,   94,   57,    1,  115,   16,   53,    6,    0,    0,   82,  104,   67,   19,   10,10202,10234,   23,10173,    4,   14,    8,   65,   16,    8,   95,   97,    5,   92,   16,    1
  240,20211213,  201,   47,   48,   50,    1,   40,    9,   80,   11,   95,   86,   22,  105,    1,   79,   24,    2,    3,  132,    0,    0,    0,    1,10252,10259,   10,10237,    1,   65,    1,   70,    2,    8,   88,   91,    1,   84,   12,    2
  240,20211214,  217,   46,   47,   60,   13,   30,   18,   90,   22,   92,   80,    6,  104,   15,   74,    6,    0,    0,   57,   52,   19,    4,   14,10263,10277,   23,10251,    3,   17,    9,   62,    1,    8,   93,   96,    9,   88,    2,    1
  240,20211215,  233,   40,   43,   60,   11,   30,   22,  100,   11,   97,   48,   24,  112,   14,   21,   24,    0,    0,  118,    0,    0,    0,    1,10301,10334,   24,10275,    1,    5,   24,   75,   10,    7,   88,   98,   24,   72,   13,    2
  240,20211216,  250,   13,   17,   30,    1,    0,   20,   60,    7,   62,   19,    6,  109,   13,    5,   12,   63,   82,  329,    0,    0,    0,    1,10373,10402,   23,10335,    1,    0,   18,   62,   14,    4,   96,   99,    2,   87,   14,    4
  240,20211217,   39,   13,   17,   30,   11,    0,    6,   70,   10,   79,   72,    5,   87,   10,   72,    6,    0,    0,   92,    8,    2,    1,    8,10408,10414,   10,10399,    5,    6,    1,   70,   11,    8,   95,   98,    1,   90,   11,    1
  240,20211218,  350,   14,   21,   40,   24,   10,    2,   70,   12,   63,   50,    9,   77,    1,   52,   12,    0,    0,  136,    0,    0,    0,    1,10395,10408,    2,10369,   24,    6,   21,   65,   11,    8,   97,   98,    4,   93,   14,    2
  240,20211219,  327,   33,   35,   50,    4,   20,   22,   90,   12,   72,   64,    1,   77,   17,   56,   24,    0,    0,   76,   12,    3,    1,    8,10318,10363,    1,10287,   24,   16,    2,   72,   23,    8,   92,   98,    2,   79,   23,    1
  240,20211220,   32,   13,   18,   30,    8,    0,   17,   60,    8,   48,   -9,   24,   71,   12,  -32,   24,    5,    7,  161,    0,   -1,   -1,    1,10285,10291,   10,10280,    4,   57,   24,   80,   13,    6,   79,   98,   24,   66,   14,    2
  240,20211221,  106,   10,   12,   20,   11,    0,    4,   30,   11,   -1,  -36,    7,   62,   14,  -63,   24,   66,   86,  410,    0,    0,    0,    1,10268,10281,    1,10258,   14,    6,    4,   81,   13,    1,   88,   98,    2,   60,   13,    4
  240,20211222,  140,   24,   25,   40,   19,   10,    2,   60,   19,  -19,  -53,    5,    2,   13,  -70,    6,   41,   53,  261,    0,    0,    0,    1,10224,10261,    1,10158,   24,   19,    3,   70,   15,    8,   90,   97,    1,   83,   15,    3
  240,20211223,  204,   46,   51,   70,   19,   30,    6,  110,   22,   29,   -8,    4,   94,   24,  -16,    6,    3,    4,  126,   45,   20,    7,   24,10083,10152,    1,10031,   24,    8,   20,   70,    1,    8,   91,   98,   20,   82,    1,    1
  240,20211224,  274,   27,   51,   80,    2,   10,   18,  120,    2,   77,   31,   24,  102,    2,   31,   24,    0,    0,   78,   73,   49,    8,   12,10040,10062,   24,10029,    1,   39,    1,   65,   19,    8,   94,   96,    1,   90,    5,    1
  240,20211225,   74,   65,   66,   80,    8,   50,   20,  120,   12,  -11,  -41,   24,   31,    1,  -52,   24,   65,   85,  416,    0,    0,    0,    1,10092,10106,   19,10064,    1,   59,    3,   83,   11,    3,   70,   91,    1,   51,   13,    4
  240,20211226,   90,   41,   42,   50,    1,   40,    2,   90,   15,  -12,  -49,    3,   18,   22,  -60,    6,   27,   35,  230,    4,    1,    1,   23,10056,10091,    1,10018,   24,    9,   24,   83,    1,    6,   73,   98,   24,   62,    1,    2
  240,20211227,  132,   39,   40,   60,   20,   20,    5,   90,   20,   56,   16,    1,   89,   24,   16,    6,    0,    0,  119,   35,   12,    3,   19, 9974,10013,    1, 9932,   24,    1,   11,   64,   19,    8,   97,   99,    6,   94,   19,    2
  240,20211228,  225,   40,   70,  100,   13,   50,    1,  180,   13,   89,   74,    2,  103,   14,   66,    6,   11,   14,  104,   62,   39,   15,   13, 9914, 9997,   24, 9871,   13,   21,   18,   67,   13,    8,   93,   96,    1,   80,   14,    1
  240,20211229,  236,   45,   59,   90,   18,   30,    8,  150,   18,   95,   83,    9,  127,   18,   77,   12,    0,    0,   75,   44,   48,   12,   15,10046,10091,   24,10009,    1,   29,   16,   68,   19,    8,   92,   97,    4,   83,   21,    1
  240,20211230,  231,  100,  101,  120,   10,   50,    2,  190,   10,  127,   95,    1,  139,   23,   83,    6,    0,    0,  110,    0,   -1,   -1,    1,10127,10156,   21,10093,    1,   57,    1,   70,    7,    8,   90,   96,    4,   81,   23,    2
  240,20211231,  228,   87,   88,  120,    2,   60,   24,  180,    2,  126,   97,   24,  142,    2,   87,   24,   12,   15,  158,    0,   -1,   -1,    1,10171,10218,   24,10145,    6,   31,   24,   75,    1,    7,   84,   93,   24,   79,   12,    2
